Trace file,Capacity,Assoc,Block size,Policy,Total Misses,Miss Rate
458.sjeng-1088B.trace.txt.gz,32kB,8,32B,l,6556,0.656,6556,0.656
458.sjeng-1088B.trace.txt.gz,32kB,8,64B,l,6924,0.692,6924,0.692
458.sjeng-1088B.trace.txt.gz,32kB,8,128B,l,9076,0.908,9076,0.908
458.sjeng-1088B.trace.txt.gz,32kB,8,64B,l,6924,0.692,6924,0.692
458.sjeng-1088B.trace.txt.gz,32kB,8,64B,r,9263,0.926,9263,0.926
403.gcc-16B.trace.txt.gz,8kB,8,64B,l,24090,2.409,24090,2.409
403.gcc-16B.trace.txt.gz,16kB,8,64B,l,22320,2.232,22320,2.232
403.gcc-16B.trace.txt.gz,32kB,8,64B,l,21639,2.164,21639,2.164
403.gcc-16B.trace.txt.gz,64kB,8,64B,l,21370,2.137,21370,2.137
403.gcc-16B.trace.txt.gz,128kB,8,64B,l,21333,2.133,21333,2.133
403.gcc-16B.trace.txt.gz,32kB,1,64B,l,86183,8.618,86183,8.618
403.gcc-16B.trace.txt.gz,32kB,2,64B,l,24232,2.423,24232,2.423
403.gcc-16B.trace.txt.gz,32kB,4,64B,l,21681,2.168,21681,2.168
403.gcc-16B.trace.txt.gz,32kB,8,64B,l,21639,2.164,21639,2.164
403.gcc-16B.trace.txt.gz,32kB,16,64B,l,21479,2.148,21479,2.148
403.gcc-16B.trace.txt.gz,32kB,8,16B,l,78080,7.808,78080,7.808
403.gcc-16B.trace.txt.gz,32kB,8,32B,l,41006,4.101,41006,4.101
403.gcc-16B.trace.txt.gz,32kB,8,64B,l,21639,2.164,21639,2.164
403.gcc-16B.trace.txt.gz,32kB,8,128B,l,11183,1.118,11183,1.118
403.gcc-16B.trace.txt.gz,32kB,8,64B,l,21639,2.164,21639,2.164
403.gcc-16B.trace.txt.gz,32kB,8,64B,r,28559,2.856,28559,2.856
459.GemsFDTD-1169B.trace.txt.gz,8kB,8,64B,l,22920,2.292,22920,2.292
459.GemsFDTD-1169B.trace.txt.gz,16kB,8,64B,l,18982,1.898,18982,1.898
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,64B,l,17978,1.798,17978,1.798
459.GemsFDTD-1169B.trace.txt.gz,64kB,8,64B,l,17753,1.775,17753,1.775
459.GemsFDTD-1169B.trace.txt.gz,128kB,8,64B,l,17753,1.775,17753,1.775
459.GemsFDTD-1169B.trace.txt.gz,32kB,1,64B,l,27302,2.730,27302,2.730
